Transaction_ID,Date,ProductID,UnitPrice,Quantity,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,CustomerFeedback,DeliveryTime_min,OrderType,CustomerID,StaffID,DayOfWeek,TotalSales
39,2023-01-02 15:00:00,4,10.894613380179369,2,South,Cash,True,Rainy,33.00282819540599,Neutral,28,Phone Order,39,39,Monday,21.789226760358737
40,2023-01-02 16:00:00,1,12.887188983099858,3,South,Credit Card,True,Sunny,29.3938891199364,Unknown,16,Online Order,40,40,Monday,38.66156694929957
41,2023-01-02 17:00:00,5,12.675220798722677,5,South,Online,True,Cloudy,30.035802729754217,Neutral,22,Phone Order,41,41,Monday,63.37610399361338
42,2023-01-02 18:00:00,0,7.48442520542398,2,East,Credit Card,True,Cloudy,27.154342182681738,Negative,59,Online Order,42,42,Monday,14.96885041084796
43,2023-01-02 19:00:00,7,14.686107651434185,3,South,Cash,False,Rainy,34.186647458695205,Positive,20,Online Order,43,43,Monday,44.05832295430256
44,2023-01-02 20:00:00,5,5.671676757570023,2,West,Cash,True,Cloudy,21.98861116226724,Positive,51,In Store,44,44,Monday,11.343353515140048
45,2023-01-02 21:00:00,7,16.42860230198623,5,West,Online,False,Sunny,27.154342182681738,Negative,51,In Store,45,45,Monday,82.14301150993116
46,2023-01-02 22:00:00,2,19.1996665099032,1,South,Cash,True,Cloudy,23.972244826674785,Positive,47,In Store,46,46,Monday,19.1996665099032
47,2023-01-02 23:00:00,3,10.096532407266768,1,West,Cash,False,Cloudy,34.00389715551877,Neutral,55,In Store,47,47,Monday,10.096532407266768
48,2023-01-03 00:00:00,8,12.758590725714978,3,South,Cash,False,Rainy,30.799393090542196,Negative,20,Phone Order,48,48,Tuesday,38.27577217714493
49,2023-01-03 01:00:00,6,10.683654170882216,4,South,Online,False,Cloudy,31.30720569467553,Negative,40,Phone Order,49,49,Tuesday,42.73461668352886
50,2023-01-03 02:00:00,5,5.100655854560899,3,North,Credit Card,False,Rainy,23.28588759589825,Positive,53,In Store,50,50,Tuesday,15.301967563682698
51,2023-01-03 03:00:00,0,10.78811754342674,4,East,Cash,True,Rainy,26.64559964952741,Negative,55,Online Order,51,51,Tuesday,43.15247017370696
52,2023-01-03 04:00:00,4,16.875803888920196,2,East,Online,True,Cloudy,29.26719791883929,Positive,51,Online Order,52,52,Tuesday,33.75160777784039
53,2023-01-03 05:00:00,0,13.939832632752228,2,North,Cash,True,Sunny,27.154342182681738,Positive,28,Online Order,53,53,Tuesday,27.879665265504453
54,2023-01-03 06:00:00,2,6.518898719227384,5,North,Online,True,Rainy,21.559390638685844,Negative,51,Online Order,54,54,Tuesday,32.594493596136914
55,2023-01-03 07:00:00,7,17.707092345406778,4,East,Cash,False,Cloudy,34.435479746817926,Positive,22,Phone Order,55,55,Tuesday,70.82836938162711
56,2023-01-03 08:00:00,4,12.966280173278642,5,South,Online,False,Rainy,33.35331005831834,Unknown,53,Online Order,56,56,Tuesday,64.83140086639321
57,2023-01-03 09:00:00,6,17.62585042617014,1,South,Cash,False,Sunny,27.154342182681738,Neutral,27,Online Order,57,57,Tuesday,17.62585042617014
58,2023-01-03 10:00:00,6,13.70332278177544,4,East,Credit Card,True,Sunny,32.34140364548498,Positive,27,In Store,58,58,Tuesday,54.81329112710176
59,2023-01-03 11:00:00,5,13.395326672569098,3,South,Cash,False,Rainy,27.154342182681738,Unknown,54,Online Order,59,59,Tuesday,40.185980017707294
60,2023-01-03 12:00:00,2,6.5788877779551855,1,North,Online,True,Sunny,26.92709722343028,Positive,57,Phone Order,60,60,Tuesday,6.5788877779551855
61,2023-01-03 13:00:00,3,7.510395997079419,1,South,Cash,False,Cloudy,24.71651158717108,Neutral,42,Online Order,61,61,Tuesday,7.510395997079419
62,2023-01-03 14:00:00,2,19.580378847448863,3,South,Credit Card,False,Cloudy,28.71452879947389,Negative,32,Online Order,62,62,Tuesday,58.7411365423466
63,2023-01-03 15:00:00,7,8.427301201321562,1,West,Cash,False,Rainy,27.154342182681738,Positive,33,Phone Order,63,63,Tuesday,8.427301201321562
64,2023-01-03 16:00:00,0,19.66178176985552,4,West,Online,False,Sunny,26.16399357444137,Positive,52,In Store,64,64,Tuesday,78.64712707942208
65,2023-01-03 17:00:00,6,12.97869059786395,5,West,Online,False,Cloudy,29.438287895124382,Positive,46,Phone Order,65,65,Tuesday,64.89345298931975
66,2023-01-03 18:00:00,0,7.0368357059590565,1,South,Credit Card,True,Cloudy,30.48969381732956,Positive,36,In Store,66,66,Tuesday,7.0368357059590565
67,2023-01-03 19:00:00,0,6.489533041305394,4,East,Online,False,Cloudy,30.66682725522929,Unknown,16,Online Order,67,67,Tuesday,25.958132165221578
68,2023-01-03 20:00:00,0,8.1329610605861,2,North,Cash,True,Rainy,20.779491471967702,Positive,27,In Store,68,68,Tuesday,16.2659221211722
69,2023-01-03 21:00:00,6,18.88455995038004,4,South,Cash,True,Rainy,27.154342182681738,Negative,37,In Store,69,69,Tuesday,75.53823980152015
70,2023-01-03 22:00:00,1,11.212253364923402,5,East,Cash,True,Cloudy,26.87379972147572,Negative,39,In Store,70,70,Tuesday,56.06126682461701
71,2023-01-03 23:00:00,7,10.931514019893717,4,South,Online,True,Cloudy,23.93624122544322,Neutral,42,Online Order,71,71,Tuesday,43.72605607957486
72,2023-01-04 00:00:00,7,9.69809391605261,3,North,Cash,True,Sunny,23.626467612195224,Positive,25,In Store,72,72,Wednesday,29.09428174815783
73,2023-01-04 01:00:00,4,7.2059277584988255,5,South,Cash,True,Sunny,27.245211692659257,Neutral,47,In Store,73,73,Wednesday,36.029638792494126
74,2023-01-04 02:00:00,2,12.317767957886096,2,North,Cash,True,Sunny,33.30247309203439,Neutral,38,Online Order,74,74,Wednesday,24.635535915772195
75,2023-01-04 03:00:00,2,6.95071673766708,3,South,Credit Card,True,Rainy,25.675213725239704,Unknown,16,Phone Order,75,75,Wednesday,20.85215021300124
76,2023-01-04 04:00:00,8,17.532203545734916,4,North,Online,False,Cloudy,31.24588620175315,Neutral,44,Phone Order,76,76,Wednesday,70.12881418293966
77,2023-01-04 05:00:00,2,10.555954794129596,5,South,Online,False,Rainy,21.45228096480828,Negative,31,Phone Order,77,77,Wednesday,52.77977397064799
78,2023-01-04 06:00:00,6,10.622053516726943,2,North,Online,True,Cloudy,27.14085053226593,Neutral,54,Online Order,78,78,Wednesday,21.24410703345389
79,2023-01-04 07:00:00,3,12.110096427247338,3,West,Credit Card,True,Sunny,34.875292105891035,Positive,48,Online Order,79,79,Wednesday,36.33028928174201
80,2023-01-04 08:00:00,5,11.661915697486275,2,South,Online,True,Sunny,31.556567041885053,Neutral,52,Phone Order,80,80,Wednesday,23.32383139497255
81,2023-01-04 09:00:00,8,19.92286959588982,4,South,Credit Card,False,Sunny,23.157927326609197,Negative,36,In Store,81,81,Wednesday,79.69147838355929
82,2023-01-04 10:00:00,5,13.180716818274538,2,East,Credit Card,False,Sunny,27.52162210546866,Negative,19,Phone Order,82,82,Wednesday,26.36143363654908
83,2023-01-04 11:00:00,7,6.3230255568480604,1,East,Online,True,Cloudy,23.5043714547285,Negative,54,Online Order,83,83,Wednesday,6.3230255568480604
84,2023-01-04 12:00:00,5,14.10316012365395,3,North,Cash,True,Sunny,26.14341390893764,Neutral,30,In Store,84,84,Wednesday,42.30948037096185
85,2023-01-04 13:00:00,5,7.273764393048199,2,South,Cash,False,Cloudy,31.70126035602447,Neutral,27,In Store,85,85,Wednesday,14.547528786096398
86,2023-01-04 14:00:00,8,5.46406467097013,4,North,Online,False,Cloudy,31.56837222935605,Negative,40,Online Order,86,86,Wednesday,21.85625868388052
87,2023-01-04 15:00:00,4,19.56113230515872,4,West,Online,True,Rainy,23.421505668535776,Unknown,45,In Store,87,87,Wednesday,78.24452922063489
88,2023-01-04 16:00:00,0,16.603083373018457,2,East,Credit Card,True,Sunny,27.154342182681738,Positive,53,Phone Order,88,88,Wednesday,33.206166746036914
89,2023-01-04 17:00:00,2,19.701634886206502,4,North,Online,True,Sunny,28.8885227414724,Neutral,37,Online Order,89,89,Wednesday,78.80653954482602
90,2023-01-04 18:00:00,2,12.168176720333635,5,North,Credit Card,True,Rainy,25.698864364430214,Neutral,26,Online Order,90,90,Wednesday,60.84088360166818
91,2023-01-04 19:00:00,6,12.983862967234645,5,East,Online,False,Cloudy,27.52903371171291,Negative,28,Online Order,91,91,Wednesday,64.91931483617321
92,2023-01-04 20:00:00,8,7.525054338786953,5,South,Cash,False,Sunny,29.076068801566155,Neutral,32,Online Order,92,92,Wednesday,37.62527169393477
93,2023-01-04 21:00:00,6,8.703611400013784,1,North,Cash,True,Cloudy,28.398357977686786,Neutral,41,In Store,93,93,Wednesday,8.703611400013784
94,2023-01-04 22:00:00,3,17.57823822354242,2,East,Online,True,Rainy,27.296075533042675,Negative,42,Online Order,94,94,Wednesday,35.15647644708484
95,2023-01-04 23:00:00,3,10.342784706763911,1,South,Credit Card,True,Cloudy,27.573992061341,Negative,32,Online Order,95,95,Wednesday,10.342784706763911
96,2023-01-05 00:00:00,6,17.402224606946284,4,West,Cash,False,Sunny,22.646178656418293,Neutral,30,In Store,96,96,Thursday,69.60889842778514
97,2023-01-05 01:00:00,8,15.635205864305476,1,East,Credit Card,True,Cloudy,27.154342182681738,Positive,30,Online Order,97,97,Thursday,15.635205864305476
98,2023-01-05 02:00:00,6,7.6575638790779825,4,North,Online,True,Cloudy,28.126404799115228,Unknown,27,In Store,98,98,Thursday,30.63025551631193
99,2023-01-05 03:00:00,2,12.611695491796132,4,West,Online,True,Sunny,21.966197925570548,Positive,43,In Store,99,99,Thursday,50.44678196718453
100,2023-01-05 04:00:00,1,15.160809822780752,3,South,Cash,False,Sunny,27.154342182681738,Unknown,23,Online Order,100,100,Thursday,45.48242946834226
101,2023-01-05 05:00:00,5,8.525558222057377,5,South,Online,True,Cloudy,33.98665967566026,Positive,40,Phone Order,101,101,Thursday,42.627791110286886
102,2023-01-05 06:00:00,1,17.46032765780115,4,East,Cash,False,Cloudy,34.20960348855444,Negative,42,Online Order,102,102,Thursday,69.8413106312046
103,2023-01-05 07:00:00,8,13.172414863177805,3,East,Credit Card,True,Rainy,27.154342182681738,Negative,55,Phone Order,103,103,Thursday,39.517244589533405
104,2023-01-05 08:00:00,1,7.478630756639048,5,East,Cash,True,Sunny,22.03275310341131,Negative,27,In Store,104,104,Thursday,37.39315378319524
105,2023-01-05 09:00:00,3,13.744766392469035,4,South,Cash,True,Cloudy,27.77599439949598,Neutral,50,Phone Order,105,105,Thursday,54.97906556987615
106,2023-01-05 10:00:00,7,19.99570706233871,4,West,Credit Card,False,Sunny,21.68913844023831,Negative,23,Online Order,106,106,Thursday,79.98282824935484
107,2023-01-05 11:00:00,5,7.257822374951203,1,South,Cash,True,Rainy,34.00981127768926,Negative,28,Online Order,107,107,Thursday,7.257822374951203
108,2023-01-05 12:00:00,0,17.25135395179292,1,North,Cash,True,Cloudy,22.75369441032719,Neutral,26,Phone Order,108,108,Thursday,17.25135395179292
109,2023-01-05 13:00:00,8,8.10963504781337,5,South,Online,False,Cloudy,23.791487899267462,Neutral,46,Online Order,109,109,Thursday,40.54817523906685
110,2023-01-05 14:00:00,5,16.73582494190131,4,North,Credit Card,False,Cloudy,26.099547903274555,Positive,52,Phone Order,110,110,Thursday,66.94329976760524
111,2023-01-05 15:00:00,1,16.0186688468212,2,West,Cash,False,Sunny,25.74746702838689,Neutral,17,In Store,111,111,Thursday,32.0373376936424
112,2023-01-05 16:00:00,3,9.507340784006486,1,East,Credit Card,True,Rainy,27.154342182681738,Neutral,30,Phone Order,112,112,Thursday,9.507340784006486
113,2023-01-05 17:00:00,4,9.887346763466748,5,East,Credit Card,False,Sunny,26.84475230826444,Negative,34,Phone Order,113,113,Thursday,49.43673381733375
114,2023-01-05 18:00:00,0,16.887820879443787,4,South,Cash,True,Cloudy,22.56152390005005,Unknown,46,Phone Order,114,114,Thursday,67.55128351777515
115,2023-01-05 19:00:00,5,11.92168267830969,4,East,Online,False,Rainy,24.00814843229111,Positive,37,Phone Order,115,115,Thursday,47.68673071323876
116,2023-01-05 20:00:00,3,15.962270430677131,2,West,Credit Card,False,Cloudy,27.63670077781283,Neutral,31,In Store,116,116,Thursday,31.924540861354263
117,2023-01-05 21:00:00,3,7.219762210487522,5,East,Cash,False,Cloudy,22.211808761392025,Negative,30,In Store,117,117,Thursday,36.09881105243761
118,2023-01-05 22:00:00,1,17.7883667285233,4,South,Credit Card,True,Sunny,29.174835134690213,Unknown,52,In Store,118,118,Thursday,71.1534669140932
119,2023-01-05 23:00:00,2,15.663270750234789,1,West,Online,True,Cloudy,28.486209598267187,Negative,22,Phone Order,119,119,Thursday,15.663270750234789
120,2023-01-06 00:00:00,1,18.604142132522508,2,North,Online,True,Rainy,30.720534745733865,Negative,33,In Store,120,120,Friday,37.208284265045016
121,2023-01-06 01:00:00,2,6.985585685524587,5,South,Online,True,Cloudy,34.065569230690514,Neutral,44,Online Order,121,121,Friday,34.92792842762293
122,2023-01-06 02:00:00,2,13.895217505408963,2,North,Cash,True,Cloudy,33.68381841651733,Negative,48,In Store,122,122,Friday,27.79043501081793
123,2023-01-06 03:00:00,0,13.986808775604878,1,West,Cash,True,Sunny,27.154342182681738,Positive,28,Phone Order,123,123,Friday,13.986808775604878
124,2023-01-06 04:00:00,1,10.301911108201736,5,South,Online,True,Rainy,23.67073395535552,Positive,36,Online Order,124,124,Friday,51.50955554100868
125,2023-01-06 05:00:00,4,11.876996368538869,2,South,Cash,True,Sunny,21.97347959959032,Unknown,58,Phone Order,125,125,Friday,23.75399273707773
126,2023-01-06 06:00:00,6,5.569723449347802,3,West,Online,True,Cloudy,24.53415050744673,Negative,31,Online Order,126,126,Friday,16.709170348043408
127,2023-01-06 07:00:00,6,16.18790057940518,1,East,Cash,False,Sunny,33.42627759149472,Unknown,29,Phone Order,127,127,Friday,16.18790057940518
128,2023-01-06 08:00:00,1,13.239837191047611,1,South,Online,False,Sunny,34.58080211935233,Negative,46,Phone Order,128,128,Friday,13.239837191047611
129,2023-01-06 09:00:00,1,5.866115778037607,1,South,Credit Card,True,Sunny,32.88987426605714,Unknown,27,Online Order,129,129,Friday,5.866115778037607
130,2023-01-06 10:00:00,0,15.211338394407283,3,North,Online,True,Sunny,21.650265816913155,Neutral,35,In Store,130,130,Friday,45.63401518322185
131,2023-01-06 11:00:00,1,12.00173115846782,3,East,Online,True,Cloudy,34.2114199708969,Negative,54,Online Order,131,131,Friday,36.00519347540346
132,2023-01-06 12:00:00,2,5.516918891375,4,North,Cash,True,Cloudy,26.35037041026179,Neutral,47,Online Order,132,132,Friday,22.0676755655
133,2023-01-06 13:00:00,3,19.54411590272143,2,North,Cash,False,Rainy,20.139654361435305,Negative,41,Online Order,133,133,Friday,39.08823180544286
134,2023-01-06 14:00:00,3,19.236682146341607,4,East,Cash,False,Sunny,26.635906111222905,Negative,49,Online Order,134,134,Friday,76.94672858536643
135,2023-01-06 15:00:00,2,12.693536242207964,2,East,Cash,True,Sunny,20.69103754513201,Positive,30,Online Order,135,135,Friday,25.387072484415928
136,2023-01-06 16:00:00,8,6.405086310588652,3,West,Cash,False,Rainy,27.154342182681738,Neutral,42,Phone Order,136,136,Friday,19.21525893176596
137,2023-01-06 17:00:00,2,16.319318323978877,3,East,Cash,False,Sunny,25.07831041155577,Positive,48,Phone Order,137,137,Friday,48.95795497193663
138,2023-01-06 18:00:00,4,12.378966501585936,4,South,Credit Card,True,Rainy,27.101524003910733,Unknown,15,In Store,138,138,Friday,49.51586600634374
139,2023-01-06 19:00:00,7,9.5367121743407,5,East,Online,True,Cloudy,27.154342182681738,Unknown,55,In Store,139,139,Friday,47.6835608717035
140,2023-01-06 20:00:00,5,12.371272662928352,4,West,Online,True,Rainy,27.154342182681738,Unknown,45,Online Order,140,140,Friday,49.485090651713406
141,2023-01-06 21:00:00,2,12.836662181081966,2,West,Online,True,Sunny,29.92852364707893,Neutral,50,In Store,141,141,Friday,25.67332436216393
142,2023-01-06 22:00:00,1,13.440675485335088,4,West,Credit Card,False,Rainy,26.510733027172712,Positive,58,In Store,142,142,Friday,53.76270194134035
143,2023-01-06 23:00:00,1,11.6183557048299,1,East,Online,True,Cloudy,32.291417805055474,Neutral,47,Online Order,143,143,Friday,11.6183557048299
144,2023-01-07 00:00:00,0,14.08632954708585,2,East,Credit Card,False,Sunny,33.58373206359698,Neutral,47,Phone Order,144,144,Saturday,28.1726590941717
145,2023-01-07 01:00:00,2,18.78102065909566,2,North,Credit Card,True,Cloudy,21.79639949648296,Negative,53,Phone Order,145,145,Saturday,37.56204131819132
146,2023-01-07 02:00:00,0,10.434021306478868,5,North,Credit Card,False,Cloudy,27.97899466329187,Positive,32,In Store,146,146,Saturday,52.17010653239434
147,2023-01-07 03:00:00,2,15.885746948299236,3,South,Online,True,Rainy,24.267679396136664,Neutral,37,Phone Order,147,147,Saturday,47.65724084489771
148,2023-01-07 04:00:00,5,18.416788352363483,2,North,Credit Card,True,Cloudy,20.70591796815421,Positive,37,Phone Order,148,148,Saturday,36.833576704726966
149,2023-01-07 05:00:00,7,11.839689136399054,3,South,Online,False,Sunny,30.02820042670978,Positive,29,In Store,149,149,Saturday,35.51906740919716
150,2023-01-07 06:00:00,3,11.65183754572856,4,West,Online,False,Cloudy,27.154342182681738,Neutral,40,Online Order,150,150,Saturday,46.607350182914246
151,2023-01-07 07:00:00,6,14.031754780321693,1,North,Cash,False,Cloudy,22.44353981716091,Positive,44,In Store,151,151,Saturday,14.031754780321693
152,2023-01-07 08:00:00,2,13.87110139133732,5,East,Cash,True,Rainy,32.18620486435851,Negative,39,In Store,152,152,Saturday,69.35550695668661
153,2023-01-07 09:00:00,7,17.098840134894154,3,North,Credit Card,False,Cloudy,32.800936003054126,Negative,59,In Store,153,153,Saturday,51.29652040468246
154,2023-01-07 10:00:00,3,12.14725075667439,2,South,Credit Card,False,Rainy,33.71510663999725,Negative,30,Online Order,154,154,Saturday,24.29450151334878
155,2023-01-07 11:00:00,8,19.941844244591618,3,North,Online,False,Rainy,23.979276336290788,Negative,53,Online Order,155,155,Saturday,59.82553273377485
156,2023-01-07 12:00:00,5,5.892073533009212,2,West,Credit Card,False,Sunny,27.154342182681738,Positive,59,Online Order,156,156,Saturday,11.784147066018424
157,2023-01-07 13:00:00,0,5.047517728710526,3,East,Credit Card,False,Sunny,24.809941321046484,Negative,28,Online Order,157,157,Saturday,15.142553186131575
158,2023-01-07 14:00:00,0,14.602974673394357,2,South,Online,False,Sunny,28.285070201832543,Neutral,31,In Store,158,158,Saturday,29.205949346788717
159,2023-01-07 15:00:00,1,9.47652368542815,4,East,Credit Card,False,Sunny,20.75761206248423,Negative,26,Phone Order,159,159,Saturday,37.9060947417126
160,2023-01-07 16:00:00,3,8.605735830492257,2,East,Credit Card,False,Rainy,20.658216325531157,Neutral,43,In Store,160,160,Saturday,17.211471660984515
161,2023-01-07 17:00:00,8,9.678486200064206,2,South,Online,False,Cloudy,30.805598190983044,Neutral,46,Online Order,161,161,Saturday,19.356972400128413
162,2023-01-07 18:00:00,7,8.840713476574315,1,East,Online,True,Sunny,26.667199669666864,Negative,38,Phone Order,162,162,Saturday,8.840713476574315
163,2023-01-07 19:00:00,5,5.461850744906718,2,East,Cash,True,Sunny,23.844385630538262,Negative,27,In Store,163,163,Saturday,10.923701489813435
164,2023-01-07 20:00:00,3,19.57299563585883,1,North,Online,False,Sunny,22.856202440373654,Unknown,34,Phone Order,164,164,Saturday,19.57299563585883
165,2023-01-07 21:00:00,8,8.311182326791727,5,East,Cash,True,Cloudy,30.04930236288827,Neutral,29,Online Order,165,165,Saturday,41.55591163395863
166,2023-01-07 22:00:00,6,16.010446438839594,1,East,Credit Card,True,Sunny,20.0060231603801,Negative,18,Phone Order,166,166,Saturday,16.010446438839594
167,2023-01-07 23:00:00,2,16.43894592041263,4,East,Online,False,Cloudy,32.08836753795281,Positive,48,Phone Order,167,167,Saturday,65.75578368165051
168,2023-01-08 00:00:00,0,18.93886097010844,1,East,Online,False,Rainy,21.188744091948934,Negative,42,Online Order,168,168,Sunday,18.93886097010844
169,2023-01-08 01:00:00,7,5.4582418564007,5,South,Online,False,Rainy,22.87234422362179,Unknown,16,Phone Order,169,169,Sunday,27.2912092820035
170,2023-01-08 02:00:00,0,18.080725076705114,4,West,Credit Card,False,Rainy,25.793545929486346,Negative,44,In Store,170,170,Sunday,72.32290030682046
171,2023-01-08 03:00:00,7,12.908392712597005,3,North,Cash,False,Cloudy,27.272881095741557,Neutral,40,Phone Order,171,171,Sunday,38.725178137791005
172,2023-01-08 04:00:00,1,14.488161649487418,3,East,Credit Card,False,Sunny,25.324926737209125,Negative,40,In Store,172,172,Sunday,43.46448494846226
173,2023-01-08 05:00:00,7,14.667054156815505,1,East,Credit Card,True,Sunny,24.81068247476441,Positive,34,Phone Order,173,173,Sunday,14.667054156815505
174,2023-01-08 06:00:00,0,17.29696707477091,1,South,Online,False,Sunny,34.45874018109782,Negative,56,Phone Order,174,174,Sunday,17.29696707477091
175,2023-01-08 07:00:00,7,10.001109832386655,5,West,Cash,True,Sunny,29.62369521865092,Negative,42,Online Order,175,175,Sunday,50.00554916193329
176,2023-01-08 08:00:00,6,15.9957678478999,5,East,Credit Card,False,Sunny,20.351494330510825,Positive,34,Online Order,176,176,Sunday,79.97883923949951
177,2023-01-08 09:00:00,1,12.928671645832956,2,South,Online,False,Cloudy,26.452638626664697,Positive,25,In Store,177,177,Sunday,25.857343291665916
